Latitude,Longitude,Injury.Severity,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,State_Code,Year,Month,Day_Of_Week,Large_Jets,Small_Jets,Major_Injuries
482429N,1141758W,Non-Fatal,Bellanca,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,MT,2021.0,8.0,Tuesday,Other,Other,0.0
062387N,0149337W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,AK,2021.0,8.0,Tuesday,Other,Other,2.0
464425N,1115639W,Non-Fatal,Textron,2.0,Unknown,Business,0.0,0.0,3.0,0.0,MT,2021.0,8.0,Wednesday,Other,Other,0.0
041148N,0081480W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,OH,2021.0,8.0,Wednesday,Other,Other,0.0
331622N,0112424W,Non-Fatal,Boeing,3.0,Unknown,Unknown,0.0,0.0,0.0,2.0,AZ,2021.0,8.0,Wednesday,Other,Other,0.0
035104N,0105587W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NM,2021.0,8.0,Thursday,Other,Other,0.0
034057N,0118275W,Non-Fatal,Czech Sport Aircraft As,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,8.0,Thursday,Other,Other,0.0
047614N,1221714W,Non-Fatal,North American,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,WA,2021.0,8.0,Thursday,Other,Other,0.0
621737N,1532227W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,8.0,Thursday,Other,Other,0.0
375120N,1122317W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,UT,2021.0,8.0,Friday,Other,Other,0.0
385010N,0892244W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IL,2021.0,8.0,Friday,Other,Other,0.0
035220N,1063630W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NM,2021.0,8.0,Sunday,Other,Other,0.0
611238N,1505639W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,2.0,1.0,0.0,AK,2021.0,8.0,Sunday,Other,Other,2.0
344636N,0943056W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,OK,2021.0,8.0,Sunday,Other,Other,0.0
405545N,1114822W,Fatal,Textron,1.0,Unknown,Personal,3.0,0.0,0.0,0.0,UT,2021.0,8.0,Monday,Other,Other,3.0
038331N,1105740W,Non-Fatal,Stout Garry V,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,UT,2021.0,8.0,Monday,Other,Other,0.0
064569N,1481215W,Non-Fatal,Textron,1.0,Unknown,Unknown,0.0,0.0,0.0,9.0,AK,2021.0,8.0,Monday,Other,Other,0.0
294227N,0098230W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,TX,2021.0,8.0,Thursday,Other,Other,0.0
035151N,0080521W,Fatal,Piper,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,NC,2021.0,8.0,Friday,Other,Other,2.0
040359N,0834628W,Fatal,Socata,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,OH,2021.0,8.0,Friday,Other,Other,1.0
613149N,0014913W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,8.0,Friday,Other,Other,0.0
324929N,0973151W,Fatal,Aeronca,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,TX,2021.0,8.0,Saturday,Other,Other,2.0
261155N,0080955W,Non-Fatal,Gulfstream,2.0,Unknown,Personal,0.0,0.0,0.0,14.0,FL,2021.0,8.0,Saturday,Other,Other,0.0
415820N,0875514W,Non-Fatal,Airbus,Unknown,Unknown,Unknown,0.0,0.0,1.0,119.0,IL,2021.0,8.0,Saturday,Other,Other,0.0
572947N,1523453W,Non-Fatal,Dehavilland,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,8.0,Saturday,Other,Other,0.0
068431N,1555020W,Non-Fatal,Dehavilland,1.0,Unknown,Business,0.0,0.0,0.0,3.0,AK,2021.0,8.0,Saturday,Other,Other,0.0
038263N,0942635W,Fatal,Piper,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,MO,2021.0,8.0,Sunday,Other,Other,1.0
373932N,0122718W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,8.0,Monday,Other,Other,0.0
322027N,0973848W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,TX,2021.0,8.0,Tuesday,Other,Other,0.0
393723N,1065618W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CO,2021.0,8.0,Tuesday,Other,Other,0.0
424643N,0843353W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Business,0.0,0.0,0.0,4.0,MI,2021.0,8.0,Tuesday,Other,Other,0.0
325821N,0117151W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,CA,2021.0,8.0,Tuesday,Other,Other,0.0
472637N,1221842W,Non-Fatal,Boeing,2.0,Unknown,Unknown,0.0,3.0,1.0,130.0,WA,2021.0,8.0,Tuesday,Other,Other,3.0
041934N,0812625E,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,OH,2021.0,8.0,Tuesday,Other,Other,0.0
335940N,1173524W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,CA,2021.0,8.0,Wednesday,Other,Other,1.0
3609360,8153480E,Non-Fatal,Embraer,2.0,Unknown,Positioning,0.0,0.0,0.0,2.0,NC,2021.0,8.0,Thursday,Other,Other,0.0
405240N,0741645W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NJ,2021.0,8.0,Thursday,Other,Other,0.0
040523N,1055458W,Non-Fatal,Columbia Aircraft Mfg,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CO,2021.0,8.0,Friday,Other,Other,0.0
045034N,1145219W,Fatal,Textron,1.0,Unknown,Unknown,2.0,0.0,1.0,0.0,ID,2021.0,8.0,Saturday,Other,Other,2.0
604627N,1515355W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,8.0,Saturday,Other,Other,0.0
031522N,0855811W,Non-Fatal,Maule,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,AL,2021.0,8.0,Saturday,Other,Other,1.0
063036N,1522848W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,AK,2021.0,8.0,Saturday,Other,Other,0.0
333333N,0982819W,Non-Fatal,Textron,2.0,Unknown,Personal,0.0,1.0,0.0,0.0,TX,2021.0,8.0,Sunday,Other,Other,1.0
602848N,0151224W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,3.0,AK,2021.0,8.0,Monday,Other,Other,0.0
275623N,0805136W,Non-Fatal,Piper Aircraft Inc,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,FL,2021.0,8.0,Monday,Other,Other,2.0
335219N,1175847W,Non-Fatal,Piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,CA,2021.0,8.0,Monday,Other,Other,2.0
423835N,0095127E,Non-Fatal,Air Tractor Inc,1.0,Unknown,Unknown,0.0,0.0,0.0,1.0,IA,2021.0,9.0,Wednesday,Other,Other,0.0
485950N,0100237W,Non-Fatal,Textron,Unknown,Unknown,Personal,0.0,0.0,0.0,1.0,ND,2021.0,9.0,Wednesday,Other,Other,0.0
472618N,1221759W,Non-Fatal,Boeing,2.0,Unknown,Unknown,0.0,1.0,1.0,37.0,WA,2021.0,9.0,Wednesday,Other,Other,1.0
414151N,0725148W,Fatal,Textron,2.0,Unknown,Personal,4.0,0.0,0.0,0.0,CT,2021.0,9.0,Thursday,Other,Other,4.0
030593N,0092313E,Non-Fatal,Costruzioni Aeronautiche Tecna,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,LA,2021.0,9.0,Thursday,Other,Other,0.0
452528N,1171553W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,OR,2021.0,9.0,Thursday,Other,Other,0.0
035810N,0924249W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,AR,2021.0,9.0,Thursday,Other,Other,2.0
037751N,1131832W,Non-Fatal,Bellanca,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,UT,2021.0,9.0,Friday,Other,Other,0.0
404718N,1115840W,Non-Fatal,Textron,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,6.0,UT,2021.0,9.0,Friday,Other,Other,0.0
002693N,0814640W,Non-Fatal,Textron,2.0,Unknown,Business,0.0,0.0,0.0,4.0,FL,2021.0,9.0,Friday,Other,Other,0.0
262719N,0801239W,Non-Fatal,Ave Stephen,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,FL,2021.0,9.0,Friday,Other,Other,0.0
048940N,0122929W,Non-Fatal,Joel A Bowker,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,WA,2021.0,9.0,Saturday,Other,Other,0.0
405851N,0851116W,Non-Fatal,Luscombe,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,IN,2021.0,9.0,Saturday,Other,Other,1.0
582423N,0136591W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,AK,2021.0,9.0,Saturday,Other,Other,0.0
315226N,0089441E,Non-Fatal,Socata,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MS,2021.0,9.0,Sunday,Other,Other,0.0
383142N,1065623W,Non-Fatal,Aviat Aircraft Inc,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,CO,2021.0,9.0,Monday,Other,Other,0.0
423522N,0955241W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,IA,2021.0,9.0,Monday,Other,Other,0.0
040815N,0751555W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,PA,2021.0,9.0,Monday,Other,Other,0.0
611622N,0152353W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,AK,2021.0,9.0,Monday,Other,Other,0.0
451324N,0673420E,Non-Fatal,Herrick David A,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,ME,2021.0,9.0,Tuesday,Other,Other,0.0
042434N,0701242W,Non-Fatal,Textron,2.0,Unknown,Unknown,0.0,0.0,7.0,0.0,MA,2021.0,9.0,Thursday,Other,Other,0.0
027412N,0822624W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,FL,2021.0,9.0,Thursday,Other,Other,0.0
432549N,1032834W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,4.0,SD,2021.0,9.0,Friday,Other,Other,0.0
644628N,1472021W,Non-Fatal,Aeronca,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,AK,2021.0,9.0,Friday,Other,Other,0.0
452425N,0834846W,Non-Fatal,Quad City Ultralight,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,MI,2021.0,9.0,Saturday,Other,Other,1.0
623214N,1493849W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,9.0,Saturday,Other,Other,0.0
423336N,0071332W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MA,2021.0,9.0,Saturday,Other,Other,0.0
003950N,0011440W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NV,2021.0,9.0,Saturday,Other,Other,0.0
343329N,1142059W,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,AZ,2021.0,9.0,Sunday,Other,Other,1.0
003202N,0831047W,Fatal,American Champion Aircraft,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,GA,2021.0,9.0,Sunday,Other,Other,1.0
352913N,0934940E,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AR,2021.0,9.0,Sunday,Other,Other,0.0
060120N,1541912W,Non-Fatal,Stinson,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,9.0,Sunday,Other,Other,0.0
301029N,0095424W,Non-Fatal,Piper,2.0,Unknown,Personal,0.0,0.0,0.0,1.0,TX,2021.0,9.0,Sunday,Other,Other,0.0
372727N,0122612W,Non-Fatal,Textron,2.0,Unknown,Personal,0.0,1.0,0.0,0.0,CA,2021.0,9.0,Monday,Other,Other,1.0
431824N,0784442W,Non-Fatal,Waco,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NY,2021.0,9.0,Monday,Other,Other,0.0
364114N,0008220W,Non-Fatal,Alon,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,VA,2021.0,9.0,Monday,Other,Other,1.0
041031N,0744417W,Non-Fatal,American Legend Aircraft Co,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NJ,2021.0,9.0,Tuesday,Other,Other,0.0
032424N,0080012W,Non-Fatal,Textron,2.0,Unknown,Positioning,0.0,0.0,0.0,2.0,SC,2021.0,9.0,Tuesday,Other,Other,0.0
441231N,0114564W,Non-Fatal,Piper,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,ID,2021.0,9.0,Wednesday,Other,Other,0.0
421418N,0833218W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,MI,2021.0,9.0,Thursday,Other,Other,0.0
423626N,0835546E,Non-Fatal,Mooney,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MI,2021.0,9.0,Thursday,Other,Other,0.0
424127N,0881817W,Non-Fatal,Navion,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,WI,2021.0,9.0,Thursday,Other,Other,0.0
038505N,0108136W,Fatal,Boeing,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,CO,2021.0,9.0,Friday,Other,Other,1.0
352610N,0823230W,Non-Fatal,Bombardier,2.0,Unknown,Unknown,0.0,0.0,0.0,51.0,NC,2021.0,9.0,Friday,Other,Other,0.0
006831N,0149341W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,9.0,Friday,Other,Other,0.0
483847N,1224658W,Non-Fatal,Piper,1.0,Unknown,Business,0.0,1.0,2.0,0.0,WA,2021.0,9.0,Friday,Other,Other,1.0
641836N,1471939W,Non-Fatal,Champion,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,9.0,Saturday,Other,Other,0.0
593836N,1512859W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,AK,2021.0,9.0,Saturday,Other,Other,0.0
444628N,1065916W,Non-Fatal,Textron,2.0,Unknown,Unknown,0.0,0.0,0.0,1.0,WY,2021.0,9.0,Saturday,Other,Other,0.0
003942N,0095371W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,KS,2021.0,9.0,Saturday,Other,Other,0.0
030426N,0941315W,Non-Fatal,American Champion Aircraft,1.0,Unknown,Personal,0.0,1.0,1.0,0.0,TX,2021.0,9.0,Saturday,Other,Other,1.0
036185N,0080854W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,NC,2021.0,9.0,Sunday,Other,Other,1.0
391327N,0012109W,Non-Fatal,Textron,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,CA,2021.0,9.0,Sunday,Other,Other,0.0
385717N,0121454W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,9.0,Sunday,Other,Other,0.0
324934N,1165821W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,CA,2021.0,9.0,Tuesday,Other,Other,0.0
365421N,1114123W,Fatal,Piper,1.0,Unknown,Personal,1.0,0.0,1.0,0.0,AZ,2021.0,9.0,Wednesday,Other,Other,1.0
444939N,0932731W,Non-Fatal,Christen Industries Inc,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,MN,2021.0,9.0,Thursday,Other,Other,1.0
614728N,0148216W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,1.0,0.0,1.0,AK,2021.0,9.0,Thursday,Other,Other,1.0
311216N,0822344W,Non-Fatal,Wyder Robert G,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,GA,2021.0,9.0,Thursday,Other,Other,0.0
060543N,0142496W,Non-Fatal,Piper,1.0,Unknown,Business,0.0,0.0,0.0,2.0,AK,2021.0,9.0,Thursday,Other,Other,0.0
021197N,1575519W,Non-Fatal,Airbus,2.0,Unknown,Unknown,0.0,0.0,0.0,134.0,HI,2021.0,9.0,Thursday,Other,Other,0.0
352913N,0934940E,Non-Fatal,Bach Joseph E,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AR,2021.0,9.0,Friday,Other,Other,0.0
039457N,0823915W,Non-Fatal,Textron,2.0,Unknown,Personal,0.0,1.0,1.0,0.0,OH,2021.0,9.0,Friday,Other,Other,1.0
372223N,1182149W,Non-Fatal,Sharp Ralph R,1.0,Unknown,Unknown,0.0,0.0,0.0,1.0,CA,2021.0,9.0,Friday,Other,Other,0.0
351058N,1033611W,Non-Fatal,Cirrus Design Corp,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,NM,2021.0,9.0,Saturday,Other,Other,1.0
464715N,0116104W,Non-Fatal,Maule,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,ID,2021.0,9.0,Saturday,Other,Other,0.0
333433N,0831057W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,GA,2021.0,9.0,Saturday,Other,Other,0.0
003851N,0008143W,Fatal,Textron,1.0,Unknown,Personal,3.0,0.0,0.0,0.0,WV,2021.0,9.0,Sunday,Other,Other,3.0
672921N,1621017W,Non-Fatal,Textron,1.0,Unknown,Business,0.0,0.0,0.0,3.0,AK,2021.0,9.0,Sunday,Other,Other,0.0
032841N,0095714E,Non-Fatal,Textron,Unknown,Unknown,Personal,0.0,0.0,0.0,1.0,TX,2021.0,9.0,Sunday,Other,Other,0.0
044589N,1225331E,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,OR,2021.0,9.0,Sunday,Other,Other,0.0
261155N,0801027W,Non-Fatal,Piper,2.0,Unknown,Unknown,0.0,0.0,0.0,5.0,FL,2021.0,9.0,Sunday,Other,Other,0.0
454257N,1083438W,Fatal,Textron,1.0,Unknown,Personal,2.0,0.0,1.0,0.0,MT,2021.0,9.0,Monday,Other,Other,2.0
404133N,0074107W,Non-Fatal,Boeing,2.0,Unknown,Unknown,0.0,0.0,0.0,172.0,NJ,2021.0,9.0,Monday,Other,Other,0.0
045173N,0115368W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,2.0,0.0,ID,2021.0,9.0,Monday,Other,Other,0.0
035716N,0803514W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,NC,2021.0,9.0,Monday,Other,Other,1.0
027344N,0080726W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,FL,2021.0,9.0,Tuesday,Other,Other,0.0
031487N,1062244W,Non-Fatal,Textron,1.0,Unknown,Ferry,0.0,0.0,0.0,1.0,TX,2021.0,9.0,Tuesday,Other,Other,0.0
404124N,0081210W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,OH,2021.0,9.0,Tuesday,Other,Other,0.0
452948N,0954748E,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MN,2021.0,9.0,Wednesday,Other,Other,0.0
402911N,0008681E,Non-Fatal,Meuer Mark,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,IN,2021.0,9.0,Thursday,Other,Other,1.0
413734N,0754650W,Non-Fatal,Boeing,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,PA,2021.0,9.0,Thursday,Other,Other,0.0
401422N,0753324W,Non-Fatal,Culp John S,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,PA,2021.0,10.0,Friday,Other,Other,0.0
392132N,0742731W,Non-Fatal,Airbus,2.0,Unknown,Unknown,0.0,4.0,0.0,108.0,NJ,2021.0,10.0,Saturday,Other,Other,4.0
324523N,1015513W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,TX,2021.0,10.0,Saturday,Other,Other,0.0
294913N,0094233W,Non-Fatal,Boeing,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,TX,2021.0,10.0,Saturday,Other,Other,1.0
445152N,1231151W,Non-Fatal,Interstate,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,OR,2021.0,10.0,Saturday,Other,Other,0.0
495843N,0875417W,Non-Fatal,Embraer,2.0,Unknown,Unknown,0.0,0.0,0.0,53.0,IL,2021.0,10.0,Saturday,Other,Other,0.0
405730N,0072433W,Non-Fatal,Aviat,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,NY,2021.0,10.0,Saturday,Other,Other,0.0
351454N,0834715W,Fatal,Textron,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,NC,2021.0,10.0,Sunday,Other,Other,2.0
394135N,1042833W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,1.0,0.0,2.0,CO,2021.0,10.0,Monday,Other,Other,1.0
004058N,1234851W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,CA,2021.0,10.0,Monday,Other,Other,0.0
333150N,0823223W,Fatal,Dassault,2.0,Unknown,Unknown,2.0,0.0,0.0,0.0,GA,2021.0,10.0,Tuesday,Other,Other,2.0
294537N,0952211E,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,TX,2021.0,10.0,Tuesday,Other,Other,0.0
335813N,0805942W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,SC,2021.0,10.0,Tuesday,Other,Other,0.0
040268N,0010503W,Non-Fatal,Piper,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,CO,2021.0,10.0,Thursday,Other,Other,2.0
335246N,0841756W,Fatal,Textron,1.0,Unknown,Personal,4.0,0.0,0.0,0.0,GA,2021.0,10.0,Friday,Other,Other,4.0
003512N,0092413W,Non-Fatal,Stinson,1.0,Unknown,Personal,0.0,0.0,1.0,0.0,AR,2021.0,10.0,Friday,Other,Other,0.0
037232N,1205142W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,10.0,Saturday,Other,Other,0.0
039837N,0078840W,Non-Fatal,Luscombe,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,VA,2021.0,10.0,Saturday,Other,Other,0.0
028510N,0081540E,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,FL,2021.0,10.0,Saturday,Other,Other,0.0
383946N,0903859W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MO,2021.0,10.0,Saturday,Other,Other,0.0
030340N,0982340W,Non-Fatal,Zuber Thomas P,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,TX,2021.0,10.0,Saturday,Other,Other,0.0
322858N,0814413W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,GA,2021.0,10.0,Saturday,Other,Other,0.0
037420N,0079240W,Non-Fatal,Boeing,2.0,Unknown,Unknown,0.0,0.0,1.0,111.0,VA,2021.0,10.0,Saturday,Other,Other,0.0
345312N,0822136W,Non-Fatal,Flight Design Gmbh,1.0,Unknown,Personal,0.0,1.0,0.0,0.0,SC,2021.0,10.0,Sunday,Other,Other,1.0
341249N,0119540W,Non-Fatal,Bevilacqua Jeffrey L,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,CA,2021.0,10.0,Sunday,Other,Other,0.0
391223N,0108725W,Fatal,Textron,2.0,Unknown,Personal,1.0,0.0,0.0,0.0,CO,2021.0,10.0,Monday,Other,Other,1.0
325125N,1165749W,Fatal,Textron,2.0,Unknown,Personal,1.0,0.0,0.0,0.0,CA,2021.0,10.0,Monday,Other,Other,1.0
425610N,0881351W,Fatal,Randal C Reimer,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,WI,2021.0,10.0,Tuesday,Other,Other,2.0
481039N,1141815W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,MT,2021.0,10.0,Tuesday,Other,Other,0.0
345252N,0835938W,Fatal,Piper,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,GA,2021.0,10.0,Wednesday,Other,Other,1.0
061427N,1485831W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,AK,2021.0,10.0,Wednesday,Other,Other,0.0
044445N,0116566W,Non-Fatal,Avid,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,ID,2021.0,10.0,Wednesday,Other,Other,0.0
382255N,1211325W,Non-Fatal,Wsk-Mielec,1.0,Unknown,Personal,0.0,2.0,2.0,0.0,CA,2021.0,10.0,Thursday,Other,Other,2.0
284759N,0082198W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,FL,2021.0,10.0,Thursday,Other,Other,0.0
333547N,1084318E,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,2.0,0.0,NM,2021.0,10.0,Friday,Other,Other,1.0
435755N,1223452W,Non-Fatal,Lancair,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,OR,2021.0,10.0,Friday,Other,Other,0.0
046224N,1204833W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,WA,2021.0,10.0,Saturday,Other,Other,0.0
315447N,1112547W,Fatal,Boeing,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,AZ,2021.0,10.0,Sunday,Other,Other,1.0
037196N,0791220W,Non-Fatal,Mooney,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,VA,2021.0,10.0,Sunday,Other,Other,0.0
325352N,0794658W,Non-Fatal,Textron,2.0,Unknown,Other Work Use,0.0,0.0,0.0,8.0,SC,2021.0,10.0,Monday,Other,Other,0.0
029495N,0955353W,Non-Fatal,Boeing,2.0,Unknown,Personal,0.0,1.0,0.0,20.0,TX,2021.0,10.0,Tuesday,Other,Other,1.0
324050N,0096520W,Non-Fatal,Textron,1.0,Unknown,Business,0.0,0.0,0.0,1.0,TX,2021.0,10.0,Wednesday,Other,Other,0.0
411311N,1221833W,Fatal,Textron,1.0,Unknown,Personal,1.0,0.0,0.0,0.0,CA,2021.0,10.0,Wednesday,Other,Other,1.0
342931N,0773211W,Fatal,Mooney,1.0,Unknown,Personal,2.0,1.0,1.0,0.0,NC,2021.0,10.0,Thursday,Other,Other,3.0
335445N,0845629W,Non-Fatal,Textron,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,GA,2021.0,10.0,Thursday,Other,Other,0.0
582119N,0134350W,Non-Fatal,Textron,1.0,Unknown,Unknown,0.0,0.0,0.0,6.0,AK,2021.0,10.0,Friday,Other,Other,0.0
033233N,0803554W,Fatal,Piper,1.0,Unknown,Personal,1.0,0.0,1.0,0.0,SC,2021.0,10.0,Friday,Other,Other,1.0
282546N,0811832W,Non-Fatal,Embraer,2.0,Unknown,Personal,0.0,0.0,0.0,4.0,FL,2021.0,10.0,Friday,Other,Other,0.0
462424N,0905353W,Fatal,American Champion Aircraft,1.0,Unknown,Personal,2.0,0.0,0.0,0.0,WI,2021.0,10.0,Saturday,Other,Other,2.0
