Investigation.Type,Accident.Number,Event.Date,Location,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Day_Of_Week,State_Code,new_lats,new_longs,Year,Month,Large_Jets,Small_Jets,Major_Injuries
Accident,CEN16LA306,2016-08-05,"Russellville, OH",385255N,0835258W,KGEO,Brown County,Non-Fatal,Substantial,Textron,150L,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,1.0,VMC,Friday,OH,38.88194444444444,-83.88277777777778,2016.0,8.0,Other,Textron,1.0
Accident,ANC16FA052,2016-08-05,"Wasilla, AK",613411N,1493246W,IYS,WASILLA,Non-Fatal,Substantial,De Havilland,DHC 2,No,1.0,Turbo Prop,091,Personal,Unknown,0.0,2.0,0.0,2.0,VMC,Friday,AK,61.569722222222225,-149.54611111111112,2016.0,8.0,Other,Other,2.0
Accident,DCA16CA207,2016-08-05,"Baltimore, MD",003900N,0007600W,KBWI,Baltimore/Thurgood Marshall In,Non-Fatal,Substantial,Boeing,737 3H4,No,2.0,Turbo Fan,121,Unknown,Southwest Airlines,0.0,0.0,0.0,134.0,VMC,Friday,MD,0.65,-1.2666666666666666,2016.0,8.0,Boeing,Other,0.0
Accident,CEN16LA310,2016-08-05,"Indianola, IA",412455N,0933341W,IA41,Laverty Field Airport,Fatal,Destroyed,Piper,PA-11,No,1.0,Reciprocating,091,Personal,AGRI-FLITE INC,2.0,0.0,0.0,0.0,VMC,Friday,IA,41.415277777777774,-93.56138888888889,2016.0,8.0,Other,Other,2.0
Accident,GAA16CA424,2016-08-05,"Sunriver, OR",435239N,0121279W,S21,SUNRIVER,Non-Fatal,Substantial,Stinson,108,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,OR,43.8775,-12.221944444444444,2016.0,8.0,Other,Other,0.0
Accident,CEN16LA356,2016-08-05,"Waco, TX",313644N,0971349W,KACT,Waco Regional,Non-Fatal,Substantial,Textron,P210N,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,5.0,VMC,Friday,TX,31.612222222222222,-97.23027777777779,2016.0,8.0,Other,Textron,0.0
Accident,CEN16LA311,2016-08-06,"Cardington, OH",402945N,0082548W,3OH7,My Place Airport,Non-Fatal,Destroyed,Textron,180,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Saturday,OH,40.49583333333334,-8.43,2016.0,8.0,Other,Textron,1.0
Accident,GAA16CA422,2016-08-06,"Hillsborough, OR",452542N,1225632W,7S3,STARK'S TWIN OAKS AIRPARK,Non-Fatal,Substantial,Textron,195,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,OR,45.42833333333333,-122.94222222222223,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA471,2016-08-06,"Hillsboro, OH",391650N,0834033W,,,Non-Fatal,Substantial,Piper,PA24,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,OH,39.28055555555555,-83.67583333333334,2016.0,8.0,Other,Other,0.0
Accident,ERA16LA286,2016-08-08,"McDonough, NY",422635N,0754814W,,,Non-Fatal,Destroyed,Textron,177,No,1.0,Reciprocating,091,Personal,Unknown,0.0,4.0,0.0,0.0,VMC,Monday,NY,42.44305555555555,-75.80388888888889,2016.0,8.0,Other,Textron,4.0
Accident,ANC16LA054,2016-08-09,"Iliamna, AK",006263N,1453147W,,Crosswind Lake,Non-Fatal,Substantial,De Havilland,BEAVER DHC-2,No,1.0,Reciprocating,091,Other Work Use,RAPIDS CAMP LODGE INC,0.0,3.0,4.0,0.0,VMC,Tuesday,AK,1.0508333333333335,-145.52972222222223,2016.0,8.0,Other,Other,3.0
Accident,CEN16CA317,2016-08-09,"Eminence, IN",393425N,0086375W,II09,PATRUM FIELD,Non-Fatal,Substantial,Ercoupe,415,No,Unknown,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Tuesday,IN,39.57361111111111,-9.070833333333335,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA425,2016-08-10,"San Diego, CA",324853N,0117824W,MYF,MONTGOMERY FIELD,Non-Fatal,Substantial,American Legend,AL3,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,CA,32.81472222222222,-12.306666666666667,2016.0,8.0,Other,Other,0.0
Accident,DCA16CA211,2016-08-10,"New York, NY",403824N,0734648W,KJFK,John F Kennedy International A,Non-Fatal,Substantial,Boeing,737 832,No,2.0,Turbo Fan,121,Unknown,Delta Air Lines,0.0,0.0,0.0,168.0,VMC,Wednesday,NY,40.64,-73.78,2016.0,8.0,Boeing,Other,0.0
Accident,CEN16LA322,2016-08-10,"Sandusky, MI",043278N,0825033W,Y83,SANDUSKY CITY,Non-Fatal,Substantial,Piper,J5C,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,1.0,0.0,VMC,Wednesday,MI,4.555,-82.8425,2016.0,8.0,Other,Other,1.0
Accident,GAA16CA427,2016-08-11,"Hamburg, NY",424148N,0785455W,4G2,HAMBURG INC,Non-Fatal,Substantial,Piper,PA28,No,1.0,Reciprocating,091,Personal,WESTERN NEW YORK FLYING CLUB INC,0.0,0.0,0.0,3.0,VMC,Thursday,NY,42.696666666666665,-78.91527777777779,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA433,2016-08-11,"Quitman, AR",353010N,0921153W,1AR6,DIAMOND BLUFF,Non-Fatal,Substantial,Maule,MXT7,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Thursday,AR,35.50277777777778,-92.19805555555556,2016.0,8.0,Other,Other,0.0
Accident,ERA16FA288,2016-08-12,"Fredericksburg, VA",381546N,0772711W,EZF,SHANNON,Fatal,Substantial,Textron,95 B55 (T42A),No,2.0,Reciprocating,091,Personal,ROSS & COMPANY PLLC,6.0,0.0,0.0,0.0,VMC,Friday,VA,38.26277777777778,-77.45305555555557,2016.0,8.0,Other,Textron,6.0
Incident,DCA16IA215,2016-08-12,"Wood, SD",432955N,1002848W,,,Non-Fatal,Minor,Airbus,A320 232,No,2.0,Turbo Fan,121,Unknown,JetBlue Airways,0.0,27.0,0.0,124.0,IMC,Friday,SD,43.49861111111111,-100.48,2016.0,8.0,Airbus,Other,27.0
Accident,GAA16CA428,2016-08-12,"Reno, NV",004085N,0119443W,,,Non-Fatal,Substantial,Northrop Grumman,AA 5A,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Friday,NV,0.6902777777777778,-12.57861111111111,2016.0,8.0,Other,Other,0.0
Accident,ERA16CA290,2016-08-12,"London, KY",037516N,0084431W,LOZ,LONDON-CORBIN ARPT-MAGEE FIELD,Non-Fatal,Substantial,Kessinger Roger L,RANS COYOTE,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Friday,KY,4.254444444444444,-8.741944444444444,2016.0,8.0,Other,Other,0.0
Accident,ANC16FA057,2016-08-13,"Chugiak, AK",612514N,1492942W,BCV,BIRCHWOOD,Fatal,Destroyed,Champion,7ECA,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,0.0,0.0,VMC,Saturday,AK,61.42055555555555,-149.49499999999998,2016.0,8.0,Other,Other,1.0
Accident,CEN16LA320,2016-08-13,"Des Moines, IA",413320N,0934129W,DSM,Des Moines International Arpt,Non-Fatal,Destroyed,Cirrus,SR20,No,1.0,Reciprocating,091,Personal,"Alidade Partners, LLC",0.0,3.0,0.0,1.0,VMC,Saturday,IA,41.55555555555555,-93.6913888888889,2016.0,8.0,Other,Other,3.0
Accident,ERA16LA291,2016-08-13,"Marlboro, NJ",040176N,0741322W,,,Non-Fatal,Substantial,Luscombe,8,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Saturday,NJ,4.0377777777777775,-74.22277777777778,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA429,2016-08-13,"Joseph, OR",452126N,1171512W,JSY,JOSEPH STATE,Non-Fatal,Substantial,Convair,BT13,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Saturday,OR,45.35722222222223,-117.25333333333333,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA454,2016-08-13,"Fort Lauderdale, FL",261136N,0080951W,FXE,FORT LAUDERDALE EXECUTIVE,Non-Fatal,Minor,Piper,PA 34,No,2.0,Reciprocating,091,Positioning,ELI AIR CENTER INC.,0.0,0.0,0.0,3.0,VMC,Saturday,FL,26.193333333333335,-8.164166666666667,2016.0,8.0,Other,Other,0.0
Accident,ERA16FA289,2016-08-14,"Northport, AL",331322N,0873559W,TCL,TUSCALOOSA RGNL,Fatal,Substantial,Piper,PA 31,No,2.0,Reciprocating,091,Personal,Unknown,6.0,0.0,0.0,0.0,VMC,Sunday,AL,33.22277777777778,-87.59972222222221,2016.0,8.0,Other,Other,6.0
Accident,GAA16CA473,2016-08-14,"Fulton, MO",385026N,0009209W,FTT,ELTON HENSLEY MEMORIAL,Non-Fatal,Substantial,Textron,172,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,MO,38.84055555555556,-1.5358333333333334,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA432,2016-08-15,"North Conway, NH",004425N,0071735W,,,Non-Fatal,Substantial,Textron,150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Monday,NH,0.7402777777777777,-7.293055555555555,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA436,2016-08-16,"Anchor Point, AK",059483N,1515046W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Tuesday,AK,6.589722222222222,-151.84611111111113,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA434,2016-08-17,"Anchorage, AK",611545N,1493917W,FRN,BRYANT AAF,Non-Fatal,Substantial,Textron,182,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,4.0,VMC,Wednesday,AK,61.2625,-149.65472222222223,2016.0,8.0,Other,Textron,0.0
Accident,DCA16CA214,2016-08-17,"Waco, TX",031335N,0097921W,,,Non-Fatal,Unknown,Boeing,737 924,No,2.0,Turbo Fan,121,Unknown,United Airlines,0.0,0.0,1.0,141.0,VMC,Wednesday,TX,3.226388888888889,-10.3225,2016.0,8.0,Boeing,Other,0.0
Accident,GAA16CA455,2016-08-17,"Sleetmute, AK",614219N,0015791W,NONE,Alaska Adventures Airstrip,Non-Fatal,Substantial,Textron,U206,No,1.0,Reciprocating,091,Business,Unknown,0.0,0.0,0.0,1.0,VMC,Wednesday,AK,61.70527777777778,-1.9752777777777777,2016.0,8.0,Other,Textron,0.0
Accident,WPR16FA166,2016-08-18,"Las Vegas, NV",036146N,0011522W,LSV,NELLIS AFB,Non-Fatal,Destroyed,Boeing,TA-4K,No,1.0,Turbo Jet,PUBU,Other Work Use,DRAKEN INTERNATIONAL INC,0.0,1.0,0.0,0.0,VMC,Thursday,NV,4.029444444444445,-1.2561111111111112,2016.0,8.0,Boeing,Other,1.0
Accident,GAA16CA440,2016-08-19,"Palmer, AK",061171N,1482646W,,,Non-Fatal,Substantial,Piper,PA 18-150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Friday,AK,6.203055555555556,-148.44611111111112,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA443,2016-08-19,"Klamath Falls, OR",042928N,0121444W,LMT,CRATER LAKE-KLAMATH RGNL,Non-Fatal,Substantial,Textron,A185,No,1.0,Reciprocating,PUBU,Public Aircraft - State,OREGON STATE POLICE,0.0,0.0,0.0,2.0,VMC,Friday,OR,4.4911111111111115,-12.245555555555555,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA438,2016-08-21,"Fayetteville, TN",035348N,0863347W,FYM,FAYETTEVILLE MUNI,Non-Fatal,Substantial,Textron,A185,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,TN,3.8966666666666665,-86.56305555555555,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA444,2016-08-21,"Austin, NV",039284N,1171151W,,,Non-Fatal,Substantial,P Z L -Warszawa-Cnpsl,PZL 104 WILGA,No,1.0,Reciprocating,091,Personal,Unknown,0.0,1.0,0.0,0.0,VMC,Sunday,NV,4.556666666666667,-117.1975,2016.0,8.0,Other,Other,1.0
Accident,GAA16CA446,2016-08-21,"Caldwell, ID",433828N,0116385W,EUL,CALDWELL INDUSTRIAL,Non-Fatal,Substantial,Textron,A185,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Sunday,ID,43.64111111111111,-12.073611111111111,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA448,2016-08-21,"Miami, FL",253843N,0802558W,TMB,MIAMI EXECUTIVE,Non-Fatal,Substantial,Textron,152,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Sunday,FL,25.64527777777778,-80.43277777777779,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA497,2016-08-22,"Brunswick, GA",031915N,0812332W,SSI,MCKINNON ST SIMONS ISLAND,Non-Fatal,Substantial,Cirrus,SR20,No,1.0,Reciprocating,091,Personal,COPY RIGHT EXPRESS LLC.,0.0,0.0,0.0,1.0,VMC,Monday,GA,3.3208333333333333,-81.39222222222223,2016.0,8.0,Other,Other,0.0
Accident,GAA16CA445,2016-08-23,"Nanwalek, AK",591241N,1513318W,KEB,NANWALEK,Non-Fatal,Substantial,Textron,T207,No,1.0,Reciprocating,135,Unknown,Smokey Bay Air Inc,0.0,0.0,0.0,1.0,VMC,Tuesday,AK,59.21138888888889,-151.555,2016.0,8.0,Other,Textron,0.0
Accident,ANC16CA058,2016-08-25,"Sterling, AK",603151N,1501531W,,,Non-Fatal,Substantial,Piper,J5A,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,3.0,VMC,Thursday,AK,60.530833333333334,-150.25861111111112,2016.0,8.0,Other,Other,0.0
Accident,WPR16LA167,2016-08-25,"Fullerton, CA",335214N,1175854W,FUL,FULLERTON MUNI,Non-Fatal,Substantial,Siai-Marchetti,SF260,No,1.0,Reciprocating,091,Other Work Use,"Air Combat, USA",0.0,2.0,0.0,0.0,VMC,Thursday,CA,33.870555555555555,-117.98166666666667,2016.0,8.0,Other,Other,2.0
Accident,CEN16FA333,2016-08-25,"Terre Haute, IN",393258N,0087229W,3I3,Sky King Airport,Fatal,Substantial,Textron,172N,No,1.0,Reciprocating,091,Personal,Unknown,1.0,0.0,1.0,0.0,VMC,Thursday,IN,39.54944444444444,-9.208055555555555,2016.0,8.0,Other,Textron,1.0
Accident,CEN16LA335,2016-08-25,"Cave-In-Rock, IL",372839N,0881252W,,,Non-Fatal,Substantial,Textron,U206G,No,1.0,Turbo Prop,PUBU,Public Aircraft - State,STATE OF ILLINOIS,0.0,1.0,1.0,0.0,VMC,Thursday,IL,37.4775,-88.21444444444445,2016.0,8.0,Other,Textron,1.0
Accident,CEN16CA360,2016-08-25,"Lebanon, IN",040026N,0862626W,6I4,BOONE COUNTY,Non-Fatal,Substantial,Textron,140,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,2.0,VMC,Thursday,IN,4.0072222222222225,-86.44055555555556,2016.0,8.0,Other,Textron,0.0
Accident,GAA16CA458,2016-08-26,"Central, AK",065160N,0145140W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,135,Unknown,Swift Fork Air,0.0,0.0,0.0,2.0,VMC,Friday,AK,6.866666666666666,-14.86111111111111,2016.0,8.0,Other,Other,0.0
Accident,DCA16FA217,2016-08-27,"Pensacola, FL",302824N,0871112W,KPNS,Pensacola,Non-Fatal,Substantial,Boeing,737-700,No,2.0,Turbo Fan,121,Unknown,Southwest Airlines,0.0,0.0,0.0,104.0,VMC,Saturday,FL,30.473333333333333,-87.18666666666667,2016.0,8.0,Boeing,Other,0.0
Accident,GAA16CA456,2016-08-27,"Kenai, AK",604627N,1515355W,,,Non-Fatal,Substantial,Piper,PA18,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,0.0,1.0,VMC,Saturday,AK,60.774166666666666,-151.8986111111111,2016.0,8.0,Other,Other,0.0
Accident,CEN16LA339,2016-08-27,"Clarksville, TX",033365N,0095425W,LBR,CLARKSVILLE/RED RIVER CTY-J D,Non-Fatal,Substantial,Rans,COYOTE S 4,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,VMC,Saturday,TX,3.5680555555555555,-9.906944444444445,2016.0,8.0,Other,Other,0.0
Accident,ANC16LA060,2016-08-27,"Salcha, AK",643040N,1464056W,,,Non-Fatal,Substantial,Piper,PA 18-150,No,1.0,Reciprocating,091,Personal,Unknown,0.0,0.0,1.0,0.0,IMC,Saturday,AK,64.5111111111111,-146.6822222222222,2016.0,8.0,Other,Other,0.0
